420   1.774e-03   2.863e-01   6.054e-19   1.00E+00	1.00E+00	1.00E+00
424   2.153e-03   2.796e-01   5.793e-19   1.00E+00	1.00E+00	1.00E+00
427   2.290e-03   2.664e-01   5.331e-19   1.00E+00	1.00E+00	1.00E+00
431   2.492e-03   2.597e-01   5.452e-19   1.00E+00	1.00E+00	1.00E+00
434   2.644e-03   2.539e-01   5.549e-19   1.00E+00	1.00E+00	1.00E+00
438   3.903e-03   2.424e-01   4.968e-19   1.00E+00	1.00E+00	1.00E+00
441   4.600e-03   2.368e-01   4.726e-19   1.00E+00	1.00E+00	1.00E+00
445   4.590e-03   2.315e-01   4.945e-19   1.00E+00	1.00E+00	1.00E+00
448   4.968e-03   2.211e-01   4.798e-19   1.00E+00	1.00E+00	1.00E+00
452   5.368e-03   2.162e-01   4.441e-19   1.00E+00	1.00E+00	1.00E+00
455   7.420e-03   2.067e-01   4.263e-19   1.00E+00	1.00E+00	1.00E+00
459   9.301e-03   2.022e-01   4.351e-19   1.00E+00	1.00E+00	1.00E+00
462   9.683e-03   1.935e-01   4.061e-19   1.00E+00	1.00E+00	1.00E+00
466   9.647e-03   1.893e-01   3.691e-19   1.00E+00	1.00E+00	1.00E+00
469   1.043e-02   1.852e-01   3.441e-19   1.00E+00	1.00E+00	1.00E+00
473   1.242e-02   1.774e-01   3.801e-19   1.00E+00	1.00E+00	1.00E+00
476   1.528e-02   1.736e-01   3.580e-19   1.00E+00	1.00E+00	1.00E+00
480   1.895e-02   1.700e-01   3.338e-19   1.00E+00	1.00E+00	1.00E+00
483   2.114e-02   1.631e-01   2.725e-19   1.00E+00	1.00E+00	1.00E+00
487   2.040e-02   1.595e-01   2.939e-19   1.00E+00	1.00E+00	1.00E+00
490   2.224e-02   1.530e-01   2.853e-19   1.00E+00	1.00E+00	1.00E+00
494   2.354e-02   1.499e-01   2.822e-19   1.00E+00	1.00E+00	1.00E+00
497   3.087e-02   1.440e-01   2.022e-19   1.00E+00	1.00E+00	1.00E+00
501   3.665e-02   1.410e-01   2.151e-19   1.00E+00	1.00E+00	1.00E+00
504   4.082e-02   1.382e-01   2.384e-19   1.00E+00	1.00E+00	1.00E+00
508   4.101e-02   1.328e-01   2.296e-19   1.00E+00	1.00E+00	1.00E+00
511   4.110e-02   1.302e-01   2.157e-19   1.00E+00	1.00E+00	1.00E+00
515   4.275e-02   1.277e-01   1.772e-19   1.00E+00	1.00E+00	1.00E+00
518   4.767e-02   1.227e-01   1.620e-19   1.00E+00	1.00E+00	1.00E+00
522   5.134e-02   1.203e-01   1.624e-19   1.00E+00	1.00E+00	1.00E+00
525   5.654e-02   1.180e-01   1.755e-19   1.00E+00	1.00E+00	1.00E+00
529   6.884e-02   1.137e-01   1.592e-19   1.00E+00	1.00E+00	1.00E+00
532   7.264e-02   1.114e-01   1.423e-19   1.00E+00	1.00E+00	1.00E+00
536   7.488e-02   1.072e-01   1.024e-19   1.00E+00	1.00E+00	1.00E+00
539   7.665e-02   1.052e-01   1.097e-19   1.00E+00	1.00E+00	1.00E+00
543   8.325e-02   1.013e-01   1.296e-19   1.00E+00	1.00E+00	1.00E+00
546   8.591e-02   9.940e-02   1.237e-19   1.00E+00	1.00E+00	1.00E+00
550   8.809e-02   9.756e-02   1.129e-19   1.00E+00	1.00E+00	1.00E+00
553   9.359e-02   9.400e-02   8.268e-20   1.00E+00	1.00E+00	1.00E+00
557   9.815e-02   9.230e-02   6.751e-20   1.00E+00	1.00E+00	1.00E+00
560   1.041e-01   9.062e-02   6.704e-20   1.00E+00	1.00E+00	1.00E+00
564   1.152e-01   8.737e-02   8.817e-20   1.00E+00	1.00E+00	1.00E+00
567   1.194e-01   8.579e-02   8.097e-20   1.00E+00	1.00E+00	1.00E+00
570   1.258e-01   8.273e-02   7.445e-20   1.00E+00	1.00E+00	1.00E+00
574   1.262e-01   8.130e-02   5.358e-20   1.00E+00	1.00E+00	1.00E+00
577   1.217e-01   7.850e-02   4.637e-20   1.00E+00	1.00E+00	1.00E+00
581   1.191e-01   7.711e-02   4.563e-20   1.00E+00	1.00E+00	1.00E+00
584   1.175e-01   7.581e-02   4.880e-20   1.00E+00	1.00E+00	1.00E+00
588   1.186e-01   7.336e-02   5.765e-20   1.00E+00	1.00E+00	1.00E+00
591   1.222e-01   7.228e-02   5.611e-20   1.00E+00	1.00E+00	1.00E+00
595   1.275e-01   7.117e-02   4.249e-20   1.00E+00	1.00E+00	1.00E+00
598   1.365e-01   6.757e-02   3.874e-20   1.00E+00	1.00E+00	1.00E+00
602   1.374e-01   6.651e-02   3.034e-20   1.00E+00	1.00E+00	1.00E+00
605   1.353e-01   6.543e-02   2.076e-20   1.00E+00	1.00E+00	1.00E+00
608   1.256e-01   6.335e-02   2.700e-20   1.00E+00	1.00E+00	1.00E+00
612   1.202e-01   6.236e-02   3.487e-20   1.00E+00	1.00E+00	1.00E+00
615   1.107e-01   6.038e-02   3.180e-20   1.00E+00	1.00E+00	1.00E+00
619   1.070e-01   5.942e-02   2.798e-20   1.00E+00	1.00E+00	1.00E+00
622   1.038e-01   5.848e-02   2.439e-20   1.00E+00	1.00E+00	1.00E+00
626   9.740e-02   5.663e-02   1.634e-20   1.00E+00	1.00E+00	1.00E+00
629   9.400e-02   5.575e-02   1.319e-20   1.00E+00	1.00E+00	1.00E+00
633   8.676e-02   5.400e-02   1.402e-20   1.00E+00	1.00E+00	1.00E+00
636   8.287e-02   5.316e-02   1.464e-20   1.00E+00	1.00E+00	1.00E+00
640   7.890e-02   5.234e-02   1.583e-20   1.00E+00	1.00E+00	1.00E+00
643   7.176e-02   5.073e-02   1.919e-20   1.00E+00	1.00E+00	1.00E+00
646   6.871e-02   4.995e-02   1.898e-20   1.00E+00	1.00E+00	1.00E+00
650   6.588e-02   4.918e-02   1.544e-20   1.00E+00	1.00E+00	1.00E+00
653   6.060e-02   4.771e-02   9.722e-21   1.00E+00	1.00E+00	1.00E+00
657   5.782e-02   4.695e-02   7.987e-21   1.00E+00	1.00E+00	1.00E+00
660   5.523e-02   4.623e-02   6.329e-21   1.00E+00	1.00E+00	1.00E+00
664   5.029e-02   4.487e-02   5.478e-21   1.00E+00	1.00E+00	1.00E+00
667   4.759e-02   4.420e-02   7.980e-21   1.00E+00	1.00E+00	1.00E+00
670   4.229e-02   4.289e-02   1.010e-20   1.00E+00	1.00E+00	1.00E+00
674   3.991e-02   4.225e-02   1.027e-20   1.00E+00	1.00E+00	1.00E+00
677   3.774e-02   4.163e-02   9.232e-21   1.00E+00	1.00E+00	1.00E+00
681   3.430e-02   4.042e-02   5.895e-21   1.00E+00	1.00E+00	1.00E+00
684   3.292e-02   3.983e-02   5.184e-21   1.00E+00	1.00E+00	1.00E+00
688   2.943e-02   3.867e-02   3.539e-21   1.00E+00	1.00E+00	1.00E+00
691   2.750e-02   3.811e-02   2.906e-21   1.00E+00	1.00E+00	1.00E+00
694   2.567e-02   3.756e-02   2.656e-21   1.00E+00	1.00E+00	1.00E+00
698   2.241e-02   3.649e-02   2.369e-21   1.00E+00	1.00E+00	1.00E+00
701   2.114e-02   3.597e-02   3.030e-21   1.00E+00	1.00E+00	1.00E+00
705   2.014e-02   3.546e-02   4.374e-21   1.00E+00	1.00E+00	1.00E+00
708   1.868e-02   3.446e-02   4.920e-21   1.00E+00	1.00E+00	1.00E+00
