422   1.774e-03   2.863e-01   6.054e-19   1.00E+00	1.00E+00	1.00E+00
425   2.153e-03   2.796e-01   5.793e-19   1.00E+00	1.00E+00	1.00E+00
429   2.290e-03   2.664e-01   5.331e-19   1.00E+00	1.00E+00	1.00E+00
432   2.492e-03   2.597e-01   5.452e-19   1.00E+00	1.00E+00	1.00E+00
436   2.644e-03   2.539e-01   5.549e-19   1.00E+00	1.00E+00	1.00E+00
439   3.903e-03   2.424e-01   4.968e-19   1.00E+00	1.00E+00	1.00E+00
443   4.600e-03   2.368e-01   4.726e-19   1.00E+00	1.00E+00	1.00E+00
446   4.590e-03   2.315e-01   4.945e-19   1.00E+00	1.00E+00	1.00E+00
450   4.968e-03   2.211e-01   4.798e-19   1.00E+00	1.00E+00	1.00E+00
453   5.368e-03   2.162e-01   4.441e-19   1.00E+00	1.00E+00	1.00E+00
457   7.420e-03   2.067e-01   4.263e-19   1.00E+00	1.00E+00	1.00E+00
460   9.301e-03   2.022e-01   4.351e-19   1.00E+00	1.00E+00	1.00E+00
464   9.683e-03   1.935e-01   4.061e-19   1.00E+00	1.00E+00	1.00E+00
467   9.647e-03   1.893e-01   3.691e-19   1.00E+00	1.00E+00	1.00E+00
471   1.043e-02   1.852e-01   3.441e-19   1.00E+00	1.00E+00	1.00E+00
474   1.242e-02   1.774e-01   3.801e-19   1.00E+00	1.00E+00	1.00E+00
478   1.528e-02   1.736e-01   3.580e-19   1.00E+00	1.00E+00	1.00E+00
481   1.895e-02   1.700e-01   3.338e-19   1.00E+00	1.00E+00	1.00E+00
485   2.114e-02   1.631e-01   2.725e-19   1.00E+00	1.00E+00	1.00E+00
488   2.040e-02   1.595e-01   2.939e-19   1.00E+00	1.00E+00	1.00E+00
492   2.224e-02   1.530e-01   2.853e-19   1.00E+00	1.00E+00	1.00E+00
495   2.354e-02   1.499e-01   2.822e-19   1.00E+00	1.00E+00	1.00E+00
499   3.087e-02   1.440e-01   2.022e-19   1.00E+00	1.00E+00	1.00E+00
502   3.665e-02   1.410e-01   2.151e-19   1.00E+00	1.00E+00	1.00E+00
506   4.082e-02   1.382e-01   2.384e-19   1.00E+00	1.00E+00	1.00E+00
509   4.101e-02   1.328e-01   2.296e-19   1.00E+00	1.00E+00	1.00E+00
513   4.110e-02   1.302e-01   2.157e-19   1.00E+00	1.00E+00	1.00E+00
516   4.275e-02   1.277e-01   1.772e-19   1.00E+00	1.00E+00	1.00E+00
520   4.767e-02   1.227e-01   1.620e-19   1.00E+00	1.00E+00	1.00E+00
523   5.134e-02   1.203e-01   1.624e-19   1.00E+00	1.00E+00	1.00E+00
526   5.654e-02   1.180e-01   1.755e-19   1.00E+00	1.00E+00	1.00E+00
530   6.884e-02   1.137e-01   1.592e-19   1.00E+00	1.00E+00	1.00E+00
533   7.264e-02   1.114e-01   1.423e-19   1.00E+00	1.00E+00	1.00E+00
537   7.488e-02   1.072e-01   1.024e-19   1.00E+00	1.00E+00	1.00E+00
540   7.665e-02   1.052e-01   1.097e-19   1.00E+00	1.00E+00	1.00E+00
544   8.325e-02   1.013e-01   1.296e-19   1.00E+00	1.00E+00	1.00E+00
547   8.591e-02   9.940e-02   1.237e-19   1.00E+00	1.00E+00	1.00E+00
551   8.809e-02   9.756e-02   1.129e-19   1.00E+00	1.00E+00	1.00E+00
554   9.359e-02   9.400e-02   8.268e-20   1.00E+00	1.00E+00	1.00E+00
558   9.815e-02   9.230e-02   6.751e-20   1.00E+00	1.00E+00	1.00E+00
561   1.041e-01   9.062e-02   6.704e-20   1.00E+00	1.00E+00	1.00E+00
565   1.152e-01   8.737e-02   8.817e-20   1.00E+00	1.00E+00	1.00E+00
568   1.194e-01   8.579e-02   8.097e-20   1.00E+00	1.00E+00	1.00E+00
572   1.258e-01   8.273e-02   7.445e-20   1.00E+00	1.00E+00	1.00E+00
575   1.262e-01   8.130e-02   5.358e-20   1.00E+00	1.00E+00	1.00E+00
579   1.217e-01   7.850e-02   4.637e-20   1.00E+00	1.00E+00	1.00E+00
582   1.191e-01   7.711e-02   4.563e-20   1.00E+00	1.00E+00	1.00E+00
585   1.175e-01   7.581e-02   4.880e-20   1.00E+00	1.00E+00	1.00E+00
589   1.186e-01   7.336e-02   5.765e-20   1.00E+00	1.00E+00	1.00E+00
592   1.222e-01   7.228e-02   5.611e-20   1.00E+00	1.00E+00	1.00E+00
596   1.275e-01   7.117e-02   4.249e-20   1.00E+00	1.00E+00	1.00E+00
599   1.365e-01   6.757e-02   3.874e-20   1.00E+00	1.00E+00	1.00E+00
603   1.374e-01   6.651e-02   3.034e-20   1.00E+00	1.00E+00	1.00E+00
606   1.353e-01   6.543e-02   2.076e-20   1.00E+00	1.00E+00	1.00E+00
610   1.256e-01   6.335e-02   2.700e-20   1.00E+00	1.00E+00	1.00E+00
613   1.202e-01   6.236e-02   3.487e-20   1.00E+00	1.00E+00	1.00E+00
617   1.107e-01   6.038e-02   3.180e-20   1.00E+00	1.00E+00	1.00E+00
620   1.070e-01   5.942e-02   2.798e-20   1.00E+00	1.00E+00	1.00E+00
623   1.038e-01   5.848e-02   2.439e-20   1.00E+00	1.00E+00	1.00E+00
627   9.740e-02   5.663e-02   1.634e-20   1.00E+00	1.00E+00	1.00E+00
630   9.400e-02   5.575e-02   1.319e-20   1.00E+00	1.00E+00	1.00E+00
634   8.676e-02   5.400e-02   1.402e-20   1.00E+00	1.00E+00	1.00E+00
637   8.287e-02   5.316e-02   1.464e-20   1.00E+00	1.00E+00	1.00E+00
